22.996705,120.216612
22.998614,120.217091
22.999075,120.21717
22.998956,120.21747
22.99627,120.220045
22.999095,120.217578
22.998739,120.216419
22.998739,120.216419
22.999351,120.217191
22.997444,120.223045
23.002359,120.216722
22.992776,120.223141
22.999016,120.217127
22.999095,120.217578
22.998269,120.216994
22.996493,120.216736
22.999523,120.217951
23.000299,120.217942
22.999969,120.216183
22.999827,120.217041
22.998453,120.215304
22.997119,120.216011
22.997988,120.216033
22.9969,120.216761
22.998269,120.216994
23.000366,120.217741
23.000539,120.214843
23.000872,120.215732
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
22.997672,120.217149
23.000366,120.217741
23.000471,120.217739
23.000655,120.217985
23.000655,120.217985
23.000655,120.217985
23.000872,120.215732
23.000872,120.215732
23.000693,120.215584
23.000872,120.215732
22.999134,120.217449
22.998644,120.214823
22.999766,120.215003
22.999766,120.215003
22.998317,120.215911
22.997988,120.21614
22.997534,120.217084
22.999215,120.217992
22.9969,120.219493
22.997413,120.219011
22.999822,120.21544
22.999752,120.217446
23.001887,120.215527
23.000832,120.215737
22.996454,120.219676
23.001725,120.21558
23.00314,120.215436
23.002982,120.215917
23.002587,120.216453
23.002314,120.216999
23.001845,120.21717
23.001662,120.217449
23.002291,120.218698
23.002449,120.219406
23.002449,120.219406
23.002449,120.219406
23.002449,120.219406
23.001216,120.220593
23.001162,120.220796
23.001235,120.220351
23.000398,120.220534
22.999351,120.220443
23.001619,120.220887
23.001619,120.220887
23.001619,120.220887
22.998359,120.220127
23.001619,120.220887
23.001619,120.220887
23.001619,120.220887
23.001619,120.220887
22.994943,120.220393
22.994943,120.220393
22.994943,120.220393
22.994943,120.220393
22.997403,120.223367
22.994943,120.220393
22.994943,120.220393
22.99725,120.222903
22.99679,120.223313
22.996235,120.222857
22.997274,120.223097
22.997478,120.216913
22.997325,120.216639
22.998518,120.217153
22.998518,120.217153
22.998518,120.217153
22.998518,120.217153
22.998518,120.217153
22.998518,120.217153
22.998518,120.217153
22.998518,120.217153
23.000184,120.214715
22.998518,120.217153
22.999779,120.217305
23.000471,120.217739
23.000253,120.217723
22.999215,120.217992
22.999387,120.216724
22.998632,120.217097
22.998518,120.217153
22.997912,120.216959
22.998169,120.216848
22.998208,120.216641
22.998231,120.216502
22.998518,120.217153
22.998782,120.216365
22.998269,120.216994
22.998537,120.217584
23.001505,120.217363
22.998556,120.217486
22.998506,120.218131
22.999733,120.217682
23.000366,120.217741
23.000471,120.217739
23.000471,120.217739
23.000366,120.217741
23.000366,120.217741
23.002109,120.218648
23.001408,120.217156
23.001156,120.220685
22.999733,120.217547
22.999733,120.217682
22.999695,120.217786
22.999695,120.217786
22.998774,120.216169
23.000093,120.215106
23.000276,120.214706
23.000276,120.214706
23.000013,120.215911
23.000539,120.214843
23.001426,120.215594
23.001635,120.21556
23.001635,120.21556
23.001497,120.217186
23.001846,120.215642
23.001315,120.216171
23.001109,120.2229
22.995678,120.218823
22.999752,120.217446
22.99855,120.218999
22.998453,120.21902
22.998054,120.219058
22.998417,120.219331
22.998386,120.219775
22.998376,120.219921
22.998615,120.22038
22.999351,120.220443
22.999219,120.220431
22.999219,120.220431
22.999765,120.220474
22.999984,120.220494
22.999887,120.220484
22.999984,120.220494
22.999445,120.220452
23.000079,120.220502
23.000302,120.220517
23.000398,120.220534
23.001223,120.220494
23.001343,120.222831
23.000719,120.222958
23.002398,120.222457
23.001559,120.222384
22.999914,120.222233
23.000026,120.22318
23.000616,120.222693
23.000073,120.223064
22.999957,120.224003
22.998045,120.22296
22.997688,120.223392
22.996936,120.222876
22.995916,120.22297
22.995074,120.223267
22.994374,120.223186
22.99513,120.222364
22.992907,120.223967
22.995021,120.219509
22.995794,120.219631
22.994737,120.219289
22.995313,120.218103
22.996531,120.219046
22.9973,120.217366
